"GISJOIN","FIPS","ADI_NATRANK","ADI_STATERNK"
"G01004500207002","010450207002","93","9"
"G01004500207003","010450207003","85","7"
"G01004500207004","010450207004","98","10"
"G01004500208011","010450208011","86","7"
"G01004500208012","010450208012","86","7"
"G01004500208021","010450208021","85","7"
"G01004500208022","010450208022","79","6"
"G01004500208023","010450208023","85","7"
"G01004500208024","010450208024","72","4"
"G01004500208025","010450208025","81","6"
"G01004500211011","010450211011","75","5"
"G01004500211012","010450211012","65","4"
"G01004500211013","010450211013","85","7"
"G01004500211021","010450211021","96","9"
"G01004500211022","010450211022","84","7"
"G01004500211023","010450211023","88","7"
"G01004500211024","010450211024","93","9"
"G01004500212001","010450212001","81","6"
"G01004500212002","010450212002","90","8"
"G01004500213001","010450213001","86","7"
"G01004500213002","010450213002","83","6"
"G01004500213003","010450213003","80","6"
"G01004500213004","010450213004","68","4"
"G01004500214001","010450214001","86","7"
"G01004500214002","010450214002","92","8"
"G01004500214003","010450214003","96","9"
"G01004500214004","010450214004","96","9"
"G01004709561011","010479561011","86","7"
"G01004709561012","010479561012","96","9"
"G01004709561013","010479561013","94","9"
"G01004709561021","010479561021","88","7"
"G01004709561022","010479561022","81","6"
"G01004709562011","010479562011","90","8"
"G01004709562012","010479562012","90","8"
"G01004709562021","010479562021","85","7"
"G01004709562022","010479562022","81","6"
"G01004709563001","010479563001","97","9"
"G01004709563002","010479563002","92","8"
"G01004709564001","010479564001","100","10"
"G01004709564002","010479564002","100","10"
"G01004709564003","010479564003","100","10"
"G01004709565001","010479565001","100","10"
"G01004709565002","010479565002","100","10"
"G01004709565003","010479565003","100","10"
"G01004709565004","010479565004","100","10"
"G01004709566001","010479566001","96","9"
"G01004709566002","010479566002","92","8"
"G01004709566003","010479566003","93","9"
"G01004709566004","010479566004","97","9"
"G01004709567011","010479567011","82","6"
"G01004709567021","010479567021","88","7"
"G01004709568001","010479568001","90","8"
"G01004709568002","010479568002","90","8"
"G01004709568003","010479568003","88","7"
"G01004709569001","010479569001","99","10"
"G01004709569002","010479569002","97","9"
"G01004709569003","010479569003","98","10"
"G01004709570001","010479570001","96","9"
"G01004709570002","010479570002","96","9"
"G01004709571001","010479571001","90","8"
"G01004709571002","010479571002","91","8"
"G01004709572001","010479572001","97","9"
"G01004709572002","010479572002","99","10"
"G01004709573011","010479573011","99","10"
"G01004709573012","010479573012","100","10"
"G01004709573013","010479573013","100","10"
"G01004709573021","010479573021","79","6"
"G01004709573022","010479573022","81","6"
"G01004909601011","010499601011","90","8"
"G01004909601012","010499601012","84","7"
"G01004909601021","010499601021","81","6"
"G01004909601022","010499601022","81","6"
"G01004909601023","010499601023","81","6"
"G01004909601024","010499601024","81","6"
"G01004909602001","010499602001","89","8"
"G01004909602002","010499602002","86","7"
"G01004909602003","010499602003","87","7"
"G01004909603011","010499603011","92","8"
"G01004909603021","010499603021","82","6"
"G01004909603031","010499603031","73","5"
"G01004909603032","010499603032","59","3"
"G01004909603033","010499603033","92","8"
"G01004909604011","010499604011","83","6"
"G01004909604021","010499604021","65","4"
"G01004909604022","010499604022","45","2"
"G01004909604023","010499604023","68","4"
"G01004909604024","010499604024","80","6"
"G01004909605001","010499605001","90","8"
"G01004909605002","010499605002","79","6"
"G01004909605003","010499605003","89","8"
"G01004909605004","010499605004","93","9"
"G01004909606011","010499606011","77","5"
"G01004909606021","010499606021","94","9"
"G01004909606022","010499606022","86","7"
"G01004909606023","010499606023","87","7"
"G01004909607011","010499607011","95","9"
"G01004909607021","010499607021","52","2"
"G01004909607031","010499607031","98","10"
"G01004909607032","010499607032","83","6"
"G01004909607033","010499607033","88","7"
"G01004909608001","010499608001","97","9"
"G01004909608002","010499608002","97","10"
"G01004909608003","010499608003","96","9"
"G01004909608004","010499608004","96","9"
"G01004909609001","010499609001","89","8"
"G01004909609002","010499609002","93","9"
"G01004909609003","010499609003","96","9"
"G01004909609004","010499609004","94","9"
"G01004909610001","010499610001","86","7"
"G01004909610002","010499610002","73","5"
"G01004909610003","010499610003","87","7"
"G01004909611001","010499611001","84","7"
"G01004909611002","010499611002","82","6"
"G01004909611003","010499611003","86","7"
"G01004909612001","010499612001","59","3"
"G01004909612002","010499612002","58","3"
"G01004909613001","010499613001","89","8"
"G01004909613002","010499613002","96","9"
"G01004909613003","010499613003","99","10"
"G01004909613004","010499613004","83","6"
"G01004909613005","010499613005","81","6"
"G01004909614001","010499614001","95","9"
"G01004909614002","010499614002","93","9"
"G01004909614003","010499614003","82","6"
"G01005100301011","010510301011","46","2"
"G01005100301012","010510301012","88","7"
"G01005100301021","010510301021","64","3"
"G01005100301031","010510301031","GQ","GQ"
"G01005100302001","010510302001","57","3"
"G01005100302002","010510302002","35","1"
"G01005100302003","010510302003","52","2"
"G01005100302004","010510302004","58","3"
"G01005100303001","010510303001","20","1"
"G01005100303002","010510303002","14","1"
"G01005100304011","010510304011","76","5"
"G01005100304012","010510304012","57","3"
"G01005100304021","010510304021","77","5"
"G01005100304022","010510304022","73","5"
"G01005100304023","010510304023","74","5"
"G01005100304024","010510304024","64","3"
"G01005100305001","010510305001","88","7"
"G01005100305002","010510305002","77","5"
"G01005100305003","010510305003","48","2"
"G01005100306001","010510306001","83","6"
"G01005100306002","010510306002","83","6"
"G01005100306003","010510306003","57","3"
"G01005100306004","010510306004","69","4"
"G01005100307011","010510307011","35","1"
"G01005100307012","010510307012","32","1"
"G01005100307013","010510307013","41","2"
"G01005100307021","010510307021","42","2"
"G01005100307022","010510307022","62","3"
"G01005100307023","010510307023","31","1"
"G01005100308011","010510308011","67","4"
"G01005100308012","010510308012","85","7"
"G01005100308021","010510308021","72","4"
"G01005100308022","010510308022","69","4"
"G01005100309011","010510309011","45","2"
"G01005100309012","010510309012","72","4"
"G01005100309013","010510309013","50","2"
"G01005100309014","010510309014","55","3"
"G01005100309021","010510309021","97","10"
"G01005100309022","010510309022","80","6"
"G01005100309023","010510309023","52","2"
"G01005100310011","010510310011","95","9"
"G01005100310012","010510310012","67","4"
"G01005100310021","010510310021","74","5"
"G01005100310022","010510310022","55","3"
"G01005100311001","010510311001","68","4"
"G01005100311002","010510311002","67","4"
"G01005100311003","010510311003","70","4"
"G01005100312001","010510312001","97","10"
"G01005100312002","010510312002","85","7"
"G01005100313001","010510313001","74","5"
"G01005100313002","010510313002","75","5"
"G01005100313003","010510313003","89","8"
"G01005309698011","010539698011","92","8"
"G01005309698021","010539698021","97","10"
"G01005309698022","010539698022","95","9"
"G01005309698023","010539698023","94","9"
"G01005309698024","010539698024","95","9"
"G01005309699001","010539699001","88","7"
"G01005309699002","010539699002","95","9"
"G01005309699003","010539699003","86","7"
"G01005309701001","010539701001","78","5"
"G01005309701002","010539701002","65","4"
"G01005309701003","010539701003","81","6"
"G01005309702001","010539702001","94","9"
"G01005309702002","010539702002","93","9"
"G01005309703001","010539703001","84","7"
"G01005309703002","010539703002","87","7"
"G01005309703003","010539703003","85","7"
"G01005309704001","010539704001","81","6"
"G01005309704002","010539704002","GQ-PH","GQ-PH"
"G01005309704003","010539704003","85","7"
"G01005309704004","010539704004","80","6"
"G01005309705001","010539705001","85","7"
"G01005309705002","010539705002","82","6"
"G01005309705003","010539705003","PH","PH"
"G01005309705004","010539705004","83","6"
"G01005309706001","010539706001","92","8"
"G01005309706002","010539706002","98","10"
"G01005309706003","010539706003","96","9"
"G01005309706004","010539706004","96","9"
"G01005309707001","010539707001","81","6"
"G01005309707002","010539707002","89","8"
"G01005309707003","010539707003","92","8"
"G01005309707004","010539707004","91","8"
"G01005500002001","010550002001","97","10"
"G01005500002002","010550002002","99","10"
"G01005500002003","010550002003","98","10"
"G01005500003001","010550003001","86","7"
"G01005500003002","010550003002","86","7"
"G01005500003003","010550003003","86","7"
"G01005500004001","010550004001","71","4"
"G01005500004002","010550004002","79","6"
"G01005500004003","010550004003","77","5"
"G01005500004004","010550004004","78","5"
"G01005500004005","010550004005","76","5"
"G01005500005001","010550005001","98","10"
"G01005500005002","010550005002","99","10"
"G01005500006001","010550006001","97","10"
"G01005500006002","010550006002","99","10"
"G01005500006003","010550006003","97","10"
"G01005500007001","010550007001","99","10"
"G01005500007002","010550007002","100","10"
"G01005500008001","010550008001","100","10"
"G01005500008002","010550008002","99","10"
"G01005500009001","010550009001","97","10"
"G01005500009002","010550009002","99","10"
"G01005500009003","010550009003","97","10"
"G01005500009004","010550009004","97","10"
"G01005500010001","010550010001","99","10"
"G01005500011001","010550011001","56","3"
"G01005500011002","010550011002","48","2"
"G01005500011003","010550011003","57","3"
"G01005500011004","010550011004","50","2"
"G01005500012001","010550012001","94","9"
"G01005500012002","010550012002","83","6"
"G01005500012003","010550012003","90","8"
"G01005500013001","010550013001","94","9"
"G01005500013002","010550013002","92","8"
"G01005500013003","010550013003","94","9"
"G01005500016001","010550016001","91","8"
"G01005500016002","010550016002","89","8"
"G01005500016003","010550016003","95","9"
"G01005500017001","010550017001","100","10"
"G01005500017002","010550017002","98","10"
"G01005500101001","010550101001","90","8"
"G01005500101002","010550101002","92","8"
"G01005500102011","010550102011","88","7"
"G01005500102012","010550102012","91","8"
"G01005500102013","010550102013","95","9"
"G01005500102021","010550102021","70","4"
"G01005500102022","010550102022","76","5"
"G01005500103001","010550103001","92","8"
"G01005500103002","010550103002","90","8"
"G01005500103003","010550103003","92","8"
"G01005500104011","010550104011","80","6"
"G01005500104012","010550104012","80","6"
"G01005500104013","010550104013","81","6"
"G01005500104014","010550104014","81","6"
"G01005500104021","010550104021","58","3"
"G01005500104022","010550104022","51","2"
"G01005500104023","010550104023","54","2"
"G01005500104024","010550104024","56","3"
"G01005500105031","010550105031","71","4"
"G01005500105032","010550105032","71","4"
"G01005500105041","010550105041","60","3"
"G01005500105042","010550105042","53","2"
"G01005500105051","010550105051","59","3"
"G01005500105052","010550105052","67","4"
"G01005500105053","010550105053","76","5"
"G01005500105061","010550105061","82","6"
"G01005500105062","010550105062","47","2"
"G01005500106011","010550106011","59","3"
"G01005500106012","010550106012","63","3"
"G01005500106013","010550106013","61","3"
"G01005500106021","010550106021","78","5"
"G01005500106022","010550106022","81","6"
"G01005500106023","010550106023","88","7"
"G01005500107001","010550107001","77","5"
"G01005500107002","010550107002","78","5"
"G01005500108001","010550108001","94","9"
"G01005500108002","010550108002","90","8"
"G01005500109001","010550109001","76","5"
"G01005500110011","010550110011","72","4"
"G01005500110012","010550110012","74","5"
"G01005500110013","010550110013","75","5"
"G01005500110021","010550110021","78","5"
"G01005500110022","010550110022","75","5"
"G01005500110023","010550110023","70","4"
"G01005500111001","010550111001","89","8"
"G01005500111002","010550111002","86","7"
"G01005500111003","010550111003","87","7"
"G01005500112001","010550112001","98","10"
"G01005500112002","010550112002","98","10"
"G01005500112003","010550112003","98","10"
"G01005700200001","010570200001","97","10"
